date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:10	87021/87021	---M--	200	added ('OK')	image/png	etag:%227b7ed283bb6ebaba2f94f00f75e187ee%22	https://maha-cv-resume-bootstrap.vercel.app/images/style-2.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/style-2.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:10	58815/58815	---MCZ	200	added ('OK')	text/html	etag:W/%223042e46ff869d202647bf289c5dcfd2b%22	https://maha-cv-resume-bootstrap.vercel.app/home-rtl.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-rtl.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:11	57051/57051	---M--	200	added ('OK')	image/png	etag:%22c7af024c5478ab8e9fb77d45bf2837c8%22	https://maha-cv-resume-bootstrap.vercel.app/images/maha-rtl.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/maha-rtl.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:11	74099/74099	---MCZ	200	added ('OK')	text/html	etag:W/%2278904da36d941dcfc20f7922c3be5fcc%22	https://maha-cv-resume-bootstrap.vercel.app/home-slider.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-slider.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:11	73946/73946	---MCZ	200	added ('OK')	text/html	etag:W/%22b7c3263c8a732e29714c74ec1cbfccab%22	https://maha-cv-resume-bootstrap.vercel.app/home-video.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-video.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:11	75910/75910	---MCZ	200	added ('OK')	text/html	etag:W/%22fed2e5464a3f7d4ad9acb730dd084e86%22	https://maha-cv-resume-bootstrap.vercel.app/home-two-2.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-two-2.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:12	87068/87068	---M--	200	added ('OK')	image/png	etag:%226626d470f8b37062d95ef0dc7b7d0550%22	https://maha-cv-resume-bootstrap.vercel.app/images/maha-style-two-2.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/maha-style-two-2.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:12	60195/60195	---MCZ	200	added ('OK')	text/html	etag:W/%221e91d51b1cd3e7bc706df1d35a96fff3%22	https://maha-cv-resume-bootstrap.vercel.app/home-three.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-three.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:12	50562/50562	---M--	200	added ('OK')	image/png	etag:%229b7617ce1a2c22d2013c5fc64d3aeeb7%22	https://maha-cv-resume-bootstrap.vercel.app/images/style-3.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/style-3.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:12	27407/27407	---MCZ	200	added ('OK')	text/html	etag:W/%22408ff114a57ec9be3da9654a9ef2d0a6%22	https://maha-cv-resume-bootstrap.vercel.app/blog.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/blog.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:12	161200/161200	---M--	200	added ('OK')	image/png	etag:%22f38bf82d4f2d377aa9b83e9c76f42158%22	https://maha-cv-resume-bootstrap.vercel.app/images/blog.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/blog.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:13	59566/59566	---MCZ	200	added ('OK')	text/html	etag:W/%2247f9c6513ad94d94b7fe408f21af19cc%22	https://maha-cv-resume-bootstrap.vercel.app/home-one-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-one-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:13	52619/52619	---M--	200	added ('OK')	image/png	etag:%22bed564eeda667937556bf17bcccba6b8%22	https://maha-cv-resume-bootstrap.vercel.app/images/white-solid-bg.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/white-solid-bg.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:13	73911/73911	---MCZ	200	added ('OK')	text/html	etag:W/%22e9b96a3a9bf545713199cd0a37718fbd%22	https://maha-cv-resume-bootstrap.vercel.app/home-two-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-two-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:13	83951/83951	---M--	200	added ('OK')	image/png	etag:%22e58fd436fb23299f1cec39357a911ba0%22	https://maha-cv-resume-bootstrap.vercel.app/images/white-image-bg.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/white-image-bg.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:14	58815/58815	---MCZ	200	added ('OK')	text/html	etag:W/%22c4099881c684ad43ca4fc8af11fbdc83%22	https://maha-cv-resume-bootstrap.vercel.app/home-rtl-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-rtl-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:14	55812/55812	---M--	200	added ('OK')	image/png	etag:%22d3e1d40aa3a41de3ada62181f5ddc411%22	https://maha-cv-resume-bootstrap.vercel.app/images/maha-rtl-white.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/maha-rtl-white.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:14	74100/74100	---MCZ	200	added ('OK')	text/html	etag:W/%22cc57d34f52d31b0628b7f5238eed35dd%22	https://maha-cv-resume-bootstrap.vercel.app/home-slider-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-slider-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:14	74131/74131	---MCZ	200	added ('OK')	text/html	etag:W/%22d8e97c6d794a62df3bdc6c5fc7709593%22	https://maha-cv-resume-bootstrap.vercel.app/home-slider-w-2.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-slider-w-2.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:14	178459/178459	---M--	200	added ('OK')	image/png	etag:%221fb288433382616b8fd16083b61d2871%22	https://maha-cv-resume-bootstrap.vercel.app/images/personal-template.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/personal-template.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:15	73938/73938	---MCZ	200	added ('OK')	text/html	etag:W/%2218641964f024300b43a19b7b1cfe8ab0%22	https://maha-cv-resume-bootstrap.vercel.app/home-video-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-video-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:15	73967/73967	---MCZ	200	added ('OK')	text/html	etag:W/%227cb980115b03a611f677cdbbcbb25867%22	https://maha-cv-resume-bootstrap.vercel.app/home-video-w-2.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-video-w-2.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:15	134177/134177	---M--	200	added ('OK')	image/png	etag:%22968a9154a32c992ec698b015a8763184%22	https://maha-cv-resume-bootstrap.vercel.app/images/personal-template-v.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/personal-template-v.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:15	75911/75911	---MCZ	200	added ('OK')	text/html	etag:W/%220c7633e99ba71d6be53fa5d6cb9d1f47%22	https://maha-cv-resume-bootstrap.vercel.app/home-two-2-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-two-2-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:16	88440/88440	---M--	200	added ('OK')	image/png	etag:%22ff16a9a77617e53556c49157a4e2039e%22	https://maha-cv-resume-bootstrap.vercel.app/images/maha-style-two-2-w.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/maha-style-two-2-w.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:16	60198/60198	---MCZ	200	added ('OK')	text/html	etag:W/%22680097fb63e44418d397bf43b859a09f%22	https://maha-cv-resume-bootstrap.vercel.app/home-three-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/home-three-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:16	46833/46833	---M--	200	added ('OK')	image/png	etag:%2292227f09917d7886e0e52bdeef6fac52%22	https://maha-cv-resume-bootstrap.vercel.app/images/style-3-w.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/style-3-w.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:16	27424/27424	---MCZ	200	added ('OK')	text/html	etag:W/%2238dc83c3406ff575e8b23cbe17aab46d%22	https://maha-cv-resume-bootstrap.vercel.app/blog-w.html	D:/p6/maha-cv-resume-bootstrap.vercel.app/blog-w.html	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:16	140105/140105	---M--	200	added ('OK')	image/png	etag:%228dbe5ddcd4b1510f9cf15d850b6d22e2%22	https://maha-cv-resume-bootstrap.vercel.app/images/Screenshot_28.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/Screenshot_28.png	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:17	2655/2655	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ed6255f2c737641810671390af84170e%22	https://maha-cv-resume-bootstrap.vercel.app/images/icons/tap.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/icons/tap.svg	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:17	4929/4929	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e5d8333a1c9cc2887e251468fcde3892%22	https://maha-cv-resume-bootstrap.vercel.app/images/icons/customize.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/icons/customize.svg	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:17	2688/2688	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a166a526e4ac9e169a951c1bb0924e61%22	https://maha-cv-resume-bootstrap.vercel.app/images/icons/document.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/icons/document.svg	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:17	1783/1783	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e05c28eac37874d536de3a7f79c75fd9%22	https://maha-cv-resume-bootstrap.vercel.app/images/icons/speed.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/icons/speed.svg	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:18	2839/2839	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2292abcedf990e87aa6fd4e43020d45955%22	https://maha-cv-resume-bootstrap.vercel.app/images/icons/responsive.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/icons/responsive.svg	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:18	4174/4174	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224dbb4862151351b65e7f800e6ed93e59%22	https://maha-cv-resume-bootstrap.vercel.app/images/icons/support.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/icons/support.svg	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:18	3204/3204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228d21539f7531af7f82fcd42c117e73ca%22	https://maha-cv-resume-bootstrap.vercel.app/images/icons/updated.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/images/icons/updated.svg	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:18	86713/86713	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b5a269bd363e0886c17d855c2aab241%22	https://maha-cv-resume-bootstrap.vercel.app/js/jquery.min.js	D:/p6/maha-cv-resume-bootstrap.vercel.app/js/jquery.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:19	37051/37051	---MCZ	200	added ('OK')	application/javascript	etag:W/%2204c84852e9937b142ac73c285b895b85%22	https://maha-cv-resume-bootstrap.vercel.app/js/bootstrap.min.js	D:/p6/maha-cv-resume-bootstrap.vercel.app/js/bootstrap.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:19	133348/133348	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d392c35e49d785abf88a9209902d5fe6%22	https://maha-cv-resume-bootstrap.vercel.app/js/owl.carousel.min.js	D:/p6/maha-cv-resume-bootstrap.vercel.app/js/owl.carousel.min.js	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:19	1369/1369	---MCZ	200	added ('OK')	application/javascript	etag:W/%2277aa97afd2a72f203dfb866938d8ebb7%22	https://maha-cv-resume-bootstrap.vercel.app/js/custom.js	D:/p6/maha-cv-resume-bootstrap.vercel.app/js/custom.js	(from https://maha-cv-resume-bootstrap.vercel.app/)
09:14:19	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:21%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.eot	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.eot	(from https://maha-cv-resume-bootstrap.vercel.app/css/bootstrap.min.css)
09:14:20	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:21%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.eot?	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regulard41d.eot	(from https://maha-cv-resume-bootstrap.vercel.app/css/bootstrap.min.css)
09:14:20	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:21%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.woff2	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.woff2	(from https://maha-cv-resume-bootstrap.vercel.app/css/bootstrap.min.css)
09:14:20	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:22%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.woff	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.woff	(from https://maha-cv-resume-bootstrap.vercel.app/css/bootstrap.min.css)
09:14:20	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:22%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.ttf	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.ttf	(from https://maha-cv-resume-bootstrap.vercel.app/css/bootstrap.min.css)
09:14:21	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:22%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.svg	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/glyphicons-halflings-regular.svg	(from https://maha-cv-resume-bootstrap.vercel.app/css/bootstrap.min.css)
09:14:21	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:22%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont.eot?v=4.7.0	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont3e6e.eot	(from https://maha-cv-resume-bootstrap.vercel.app/css/font-awesome.min.css)
09:14:21	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:23%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont.eot?	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfontd41d.eot	(from https://maha-cv-resume-bootstrap.vercel.app/css/font-awesome.min.css)
09:14:21	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:23%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont3e6e.woff2	(from https://maha-cv-resume-bootstrap.vercel.app/css/font-awesome.min.css)
09:14:22	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:23%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont.woff?v=4.7.0	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont3e6e.woff	(from https://maha-cv-resume-bootstrap.vercel.app/css/font-awesome.min.css)
09:14:22	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:23%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont3e6e.ttf	(from https://maha-cv-resume-bootstrap.vercel.app/css/font-awesome.min.css)
09:14:22	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:24%20GMT	https://maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont.svg?v=4.7.0	D:/p6/maha-cv-resume-bootstrap.vercel.app/fonts/fontawesome-webfont3e6e.svg	(from https://maha-cv-resume-bootstrap.vercel.app/css/font-awesome.min.css)
09:14:22	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Apr%202024%2003:44:24%20GMT	https://maha-cv-resume-bootstrap.vercel.app/css/owl.video.play.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/css/owl.video.play.png	(from https://maha-cv-resume-bootstrap.vercel.app/css/owl.carousel.min.css)
09:14:23	1150/1150	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22c014b9153f4f6ee4896933799837a890%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/favicon.ico	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/images/favicon.ico	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:23	99/99	---M--	200	added ('OK')	image/png	etag:%22d0d0d2c7a66d299a0cad47b67f029d54%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:23	86/86	---M--	200	added ('OK')	image/png	etag:%2243d5b275cef1f9f27187343cb5f0403c%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-72x72.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-72x72.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:23	94/94	---M--	200	added ('OK')	image/png	etag:%2255e02af1544923dad16effdcfcfec073%22	https://maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-114x114.png	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/images/apple-icon-114x114.png	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:24	31004/31004	---MCZ	200	added ('OK')	text/css	etag:W/%22a0e784c4ca94c271b0338dfb02055be6%22	https://maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:24	144877/144877	---MCZ	200	added ('OK')	text/css	etag:W/%22450fc463b8b1a349df717056fbb3e078%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/bootstrap.min.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/bootstrap.min.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:24	43977/43977	---MCZ	200	added ('OK')	text/css	etag:W/%225cd2b7b8d22c567c0023b9ecb7b75e43%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/animate.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/animate.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:24	4614/4614	---MCZ	200	added ('OK')	text/css	etag:W/%22a3e470930aa52408b9ad616041e1b1e1%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/owl.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/owl.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:25	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%22a2d42584292f64c5827e8b67b1b38726%22	https://maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/jquery.fancybox.min.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/plugins/css/jquery.fancybox.min.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:25	84001/84001	---MCZ	200	added ('OK')	text/css	etag:W/%222ba5148c8873bfcd69ab842b787863a0%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/styles.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/css/styles.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:25	15903/15903	---MCZ	200	added ('OK')	text/css	etag:W/%225dd2764b6fe4d6eaf4b39073eb869d5b%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/responsive.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/css/responsive.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:25	3302/3302	---MCZ	200	added ('OK')	text/css	etag:W/%226483a6ef96ef519fb900ea0867b4b4e9%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:25	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/defauld.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/defauld.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:26	3303/3303	---MCZ	200	added ('OK')	text/css	etag:W/%2221ea7c2ae950fcb95b3de111dd7b7284%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/green.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/green.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:26	3311/3311	---MCZ	200	added ('OK')	text/css	etag:W/%22c5a2ec229ede3c6dab89242d43edfa2a%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue-munsell.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/blue-munsell.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
09:14:26	3304/3304	---MCZ	200	added ('OK')	text/css	etag:W/%227678899bc5035b68696fbb5e4ab1a2c2%22	https://maha-cv-resume-bootstrap.vercel.app/assets/css/colors/orange.css	D:/p6/maha-cv-resume-bootstrap.vercel.app/assets/css/colors/orange.css	(from https://maha-cv-resume-bootstrap.vercel.app/home-one.html)
